rating_id,f_hour,f_dow,f_month,f_is_weekend,f_days_into_period,f_gender,f_age_band,f_occupation,f_region,f_release_year,f_film_age_years,f_genre_count,f_is_multi_genre,f_mbr_prior_ratings,f_mbr_prior_likes,f_mbr_like_rate,f_mbr_mean_stars,f_mbr_tenure_days,f_mbr_ratings_per_day,f_mbr_is_new,f_film_prior_ratings,f_film_prior_likes,f_film_like_rate,f_film_mean_stars,f_film_days_on_shelf,f_film_is_new,f_genre_prior_ratings,f_genre_like_rate,f_mbr_stars_spread,f_film_stars_spread,f_mbr_recent_rate,f_mbr_days_since_prev,f_occupation_rate,f_age_band_rate,f_region_rate,f_mbr_vs_portfolio,f_film_vs_portfolio,f_mbr_stars_vs_portfolio,f_genre_vs_member
R00695460,0,2,11,0,0,1,35,15,2,1996.0,4.0,4,1,116.0,50.0,0.445162,3.396552,1.0,116.0,0,404.0,277.0,0.682646,3.792079,210.0,0,0.0,0.58173,0.818739,0.955099,0.3,0.005903,0.615716,0.595411,0.582548,-0.136568,0.100916,-0.202486,0.136568
R00695461,0,2,11,0,0,1,35,15,2,1990.0,10.0,3,1,116.0,50.0,0.445162,3.396552,1.0,116.0,0,263.0,179.0,0.676294,3.874525,207.0,0,5.0,0.52828,0.818739,0.932838,0.3,0.005903,0.615716,0.595411,0.582548,-0.136568,0.094564,-0.202486,0.083118
R00695462,0,2,11,0,0,1,35,15,2,1996.0,4.0,2,1,116.0,50.0,0.445162,3.396552,1.0,116.0,0,919.0,599.0,0.650892,3.760609,209.0,0,9.0,0.570512,0.818739,0.895724,0.3,0.005903,0.615716,0.595411,0.582548,-0.136568,0.069163,-0.202486,0.12535
R00695463,0,2,11,0,0,1,35,17,9,1995.0,5.0,1,0,171.0,51.0,0.316835,2.77193,1.0,171.0,0,62.0,9.0,0.215956,2.241935,203.0,0,113.0,0.279846,1.266078,1.087843,0.05,0.000382,0.583566,0.595411,0.587782,-0.264895,-0.365774,-0.827108,-0.036989
R00695464,0,2,11,0,0,1,35,17,9,1981.0,19.0,2,1,171.0,51.0,0.316835,2.77193,1.0,171.0,0,15.0,1.0,0.295584,1.733333,190.0,0,20.0,0.405649,1.266078,0.928559,0.05,0.000382,0.583566,0.595411,0.587782,-0.264895,-0.286146,-0.827108,0.088814
R00695465,0,2,11,0,0,1,35,17,9,1992.0,8.0,1,0,171.0,51.0,0.316835,2.77193,1.0,171.0,0,67.0,9.0,0.202288,1.970149,198.0,0,113.0,0.279846,1.266078,1.209047,0.05,0.000382,0.583566,0.595411,0.587782,-0.264895,-0.379442,-0.827108,-0.036989
R00695466,0,2,11,0,0,1,35,17,9,1993.0,7.0,1,0,171.0,51.0,0.316835,2.77193,1.0,171.0,0,37.0,3.0,0.203689,1.783784,198.0,0,113.0,0.279846,1.266078,0.99009,0.05,0.000382,0.583566,0.595411,0.587782,-0.264895,-0.378041,-0.827108,-0.036989
R00695467,0,2,11,0,0,1,35,17,9,1999.0,1.0,1,0,171.0,51.0,0.316835,2.77193,1.0,171.0,0,64.0,8.0,0.197115,2.28125,195.0,0,113.0,0.279846,1.266078,1.096425,0.05,0.000382,0.583566,0.595411,0.587782,-0.264895,-0.384615,-0.827108,-0.036989
R00695468,0,2,11,0,0,1,35,17,9,1994.0,6.0,3,1,171.0,51.0,0.316835,2.77193,1.0,171.0,0,40.0,4.0,0.211168,1.725,174.0,0,113.0,0.279846,1.266078,1.117754,0.05,0.000382,0.583566,0.595411,0.587782,-0.264895,-0.370561,-0.827108,-0.036989
R00695469,0,2,11,0,0,1,35,17,9,1986.0,14.0,2,1,171.0,51.0,0.316835,2.77193,1.0,171.0,0,42.0,5.0,0.221866,2.333333,175.0,0,17.0,0.516578,1.266078,1.015749,0.05,0.000382,0.583566,0.595411,0.587782,-0.264895,-0.359864,-0.827108,0.199743
R00695470,0,2,11,0,0,1,18,19,9,1980.0,20.0,1,0,53.0,42.0,0.75355,4.150943,0.0,53.0,0,162.0,65.0,0.413683,3.253086,209.0,0,12.0,0.790865,0.833185,0.976968,0.9,0.000394,0.535934,0.564425,0.587782,0.17182,-0.168047,0.551905,0.037315
R00695471,0,2,11,0,0,0,35,1,9,1951.0,49.0,4,1,25.0,11.0,0.485966,3.08,0.0,25.0,0,773.0,658.0,0.847109,4.263907,209.0,0,5.0,0.52828,1.494523,0.820314,0.35,0.000625,0.578805,0.595411,0.587782,-0.095763,0.265379,-0.519038,0.042313
R00695472,0,2,11,0,0,0,35,1,9,1986.0,14.0,1,0,25.0,11.0,0.485966,3.08,0.0,25.0,0,119.0,54.0,0.465502,3.378151,207.0,0,3.0,0.53205,1.494523,0.995719,0.35,0.000625,0.578805,0.595411,0.587782,-0.095763,-0.116228,-0.519038,0.046084
R00695473,0,2,11,0,0,0,35,0,9,1964.0,36.0,2,1,91.0,74.0,0.786221,4.296703,0.0,91.0,0,422.0,334.0,0.78567,4.137441,210.0,0,0.0,0.58173,0.845083,0.887016,0.95,0.000394,0.551976,0.595411,0.587782,0.204491,0.20394,0.697665,-0.204491
R00695474,0,2,11,0,0,0,35,0,9,1953.0,47.0,2,1,91.0,74.0,0.786221,4.296703,0.0,91.0,0,273.0,228.0,0.824494,4.249084,210.0,0,16.0,0.713598,0.845083,0.818876,0.95,0.000394,0.551976,0.595411,0.587782,0.204491,0.242764,0.697665,-0.072622
R00695475,0,2,11,0,0,0,35,0,9,1937.0,63.0,3,1,91.0,74.0,0.786221,4.296703,0.0,91.0,0,129.0,109.0,0.822559,4.178295,210.0,0,16.0,0.713598,0.845083,0.910317,0.95,0.000394,0.551976,0.595411,0.587782,0.204491,0.240829,0.697665,-0.072622
R00695476,0,2,11,0,0,0,35,0,9,1981.0,19.0,5,1,91.0,74.0,0.786221,4.296703,0.0,91.0,0,204.0,156.0,0.754541,4.078431,209.0,0,7.0,0.683198,0.845083,0.87095,0.95,0.000394,0.551976,0.595411,0.587782,0.204491,0.172811,0.697665,-0.103023
R00695477,0,2,11,0,0,0,35,0,9,1988.0,12.0,2,1,91.0,74.0,0.786221,4.296703,0.0,91.0,0,576.0,423.0,0.73126,3.954861,209.0,0,15.0,0.740028,0.845083,0.932465,0.95,0.000394,0.551976,0.595411,0.587782,0.204491,0.14953,0.697665,-0.046193
R00695478,0,2,11,0,0,0,35,0,9,1965.0,35.0,3,1,91.0,74.0,0.786221,4.296703,0.0,91.0,0,403.0,295.0,0.727664,4.049628,210.0,0,15.0,0.740028,0.845083,0.972331,0.95,0.000394,0.551976,0.595411,0.587782,0.204491,0.145935,0.697665,-0.046193
R00695479,0,2,11,0,0,0,35,0,9,1980.0,20.0,3,1,91.0,74.0,0.786221,4.296703,0.0,91.0,0,214.0,146.0,0.676906,3.850467,209.0,0,11.0,0.694816,0.845083,0.904854,0.95,0.000394,0.551976,0.595411,0.587782,0.204491,0.095176,0.697665,-0.091405
R00695480,0,2,11,0,0,0,35,0,9,1987.0,13.0,3,1,91.0,74.0,0.786221,4.296703,0.0,91.0,0,564.0,354.0,0.626703,3.739362,209.0,0,16.0,0.713598,0.845083,0.857473,0.95,0.000394,0.551976,0.595411,0.587782,0.204491,0.044973,0.697665,-0.072622
R00695481,0,2,11,0,0,0,35,0,9,1998.0,2.0,3,1,91.0,74.0,0.786221,4.296703,0.0,91.0,0,711.0,598.0,0.836765,4.236287,210.0,0,7.0,0.683198,0.845083,0.865257,0.95,0.000394,0.551976,0.595411,0.587782,0.204491,0.255035,0.697665,-0.103023
R00695482,0,2,11,0,0,1,18,4,0,1936.0,64.0,1,0,505.0,249.0,0.495127,3.251485,2.0,252.5,0,13.0,9.0,0.63923,3.692308,209.0,0,73.0,0.411538,1.32236,0.721602,0.15,0.00066,0.575766,0.564425,0.603908,-0.086603,0.057501,-0.347553,-0.083589
R00695483,0,2,11,0,0,1,25,12,9,1996.0,4.0,5,1,125.0,30.0,0.269933,2.72,0.0,125.0,0,673.0,287.0,0.429169,3.15156,209.0,0,63.0,0.30641,1.142629,1.208281,0.25,0.000289,0.609999,0.566582,0.587782,-0.311797,-0.152561,-0.879038,0.036478
R00695484,0,2,11,0,0,1,25,12,9,1990.0,10.0,2,1,125.0,30.0,0.269933,2.72,0.0,125.0,0,297.0,77.0,0.271782,2.824916,209.0,0,63.0,0.30641,1.142629,1.013205,0.25,0.000289,0.609999,0.566582,0.587782,-0.311797,-0.309947,-0.879038,0.036478
R00695485,0,2,11,0,0,1,25,12,9,1992.0,8.0,4,1,125.0,30.0,0.269933,2.72,0.0,125.0,0,731.0,201.0,0.27992,2.946648,209.0,0,63.0,0.30641,1.142629,0.959451,0.25,0.000289,0.609999,0.566582,0.587782,-0.311797,-0.30181,-0.879038,0.036478
R00695486,0,2,11,0,0,1,25,12,9,1997.0,3.0,3,1,125.0,30.0,0.269933,2.72,0.0,125.0,0,392.0,165.0,0.425695,3.186224,209.0,0,63.0,0.30641,1.142629,1.137718,0.25,0.000289,0.609999,0.566582,0.587782,-0.311797,-0.156035,-0.879038,0.036478
R00695487,0,2,11,0,0,0,25,12,4,1983.0,17.0,1,0,396.0,330.0,0.825933,4.179293,1.0,396.0,0,172.0,107.0,0.619461,3.72093,209.0,0,86.0,0.867151,1.032637,0.830399,0.65,0.004248,0.609999,0.566582,0.567586,0.244203,0.037731,0.580255,0.041217
R00695488,0,2,11,0,0,1,35,17,9,1999.0,1.0,2,1,178.0,51.0,0.305162,2.707865,1.0,178.0,0,138.0,22.0,0.193205,2.355072,209.0,0,118.0,0.269083,1.282573,1.14715,0.05,0.000312,0.583566,0.595411,0.587782,-0.276568,-0.388525,-0.891173,-0.036079
R00695489,0,2,11,0,0,1,35,17,9,1992.0,8.0,1,0,178.0,51.0,0.305162,2.707865,1.0,178.0,0,77.0,13.0,0.224503,2.246753,190.0,0,118.0,0.269083,1.282573,1.229041,0.05,0.000312,0.583566,0.595411,0.587782,-0.276568,-0.357227,-0.891173,-0.036079
R00695490,0,2,11,0,0,1,35,17,9,1993.0,7.0,3,1,178.0,51.0,0.305162,2.707865,1.0,178.0,0,41.0,5.0,0.226052,2.02439,174.0,0,118.0,0.269083,1.282573,1.199345,0.05,0.000312,0.583566,0.595411,0.587782,-0.276568,-0.355678,-0.891173,-0.036079
R00695491,0,2,11,0,0,1,35,17,9,1998.0,2.0,3,1,178.0,51.0,0.305162,2.707865,1.0,178.0,0,18.0,2.0,0.299359,1.833333,169.0,0,118.0,0.269083,1.282573,1.213352,0.05,0.000312,0.583566,0.595411,0.587782,-0.276568,-0.282371,-0.891173,-0.036079
R00695492,0,2,11,0,0,1,1,10,4,1995.0,5.0,1,0,49.0,15.0,0.36034,2.938776,0.0,49.0,0,276.0,154.0,0.558961,3.51087,209.0,0,7.0,0.577935,0.977464,1.177949,0.4,0.000752,0.56441,0.574904,0.567586,-0.221389,-0.022769,-0.660263,0.217594
R00695493,0,2,11,0,0,1,1,10,4,1973.0,27.0,2,1,49.0,15.0,0.36034,2.938776,0.0,49.0,0,761.0,659.0,0.861553,4.312746,209.0,0,7.0,0.577935,0.977464,0.768607,0.4,0.000752,0.56441,0.574904,0.567586,-0.221389,0.279824,-0.660263,0.217594
R00695494,0,2,11,0,0,1,25,12,9,1995.0,5.0,4,1,129.0,30.0,0.262275,2.705426,0.0,129.0,0,235.0,84.0,0.368343,2.93617,209.0,0,67.0,0.290896,1.137133,1.177886,0.2,0.000278,0.609999,0.566582,0.587782,-0.319455,-0.213387,-0.893612,0.028621
R00695495,0,2,11,0,0,1,25,12,9,1992.0,8.0,4,1,129.0,30.0,0.262275,2.705426,0.0,129.0,0,673.0,243.0,0.364935,3.074294,209.0,0,67.0,0.290896,1.137133,1.09997,0.2,0.000278,0.609999,0.566582,0.587782,-0.319455,-0.216794,-0.893612,0.028621
R00695496,0,2,11,0,0,0,35,0,9,1994.0,6.0,2,1,100.0,83.0,0.8034,4.3,0.0,100.0,0,65.0,38.0,0.584166,3.646154,209.0,0,17.0,0.757957,0.818535,0.884582,0.95,0.00037,0.551976,0.595411,0.587782,0.22167,0.002436,0.700962,-0.045442
R00695497,0,2,11,0,0,0,35,0,9,1961.0,39.0,2,1,100.0,83.0,0.8034,4.3,0.0,100.0,0,473.0,330.0,0.694806,3.906977,209.0,0,17.0,0.757957,0.818535,0.948914,0.95,0.00037,0.551976,0.595411,0.587782,0.22167,0.113076,0.700962,-0.045442
R00695498,0,2,11,0,0,0,35,0,9,1961.0,39.0,2,1,100.0,83.0,0.8034,4.3,0.0,100.0,0,495.0,374.0,0.751441,4.105051,210.0,0,1.0,0.613904,0.818535,0.941241,0.95,0.00037,0.551976,0.595411,0.587782,0.22167,0.169712,0.700962,-0.189495
R00695499,0,2,11,0,0,0,35,0,9,1989.0,11.0,3,1,100.0,83.0,0.8034,4.3,0.0,100.0,0,608.0,461.0,0.754808,4.013158,209.0,0,19.0,0.741315,0.818535,0.850595,0.95,0.00037,0.551976,0.595411,0.587782,0.22167,0.173078,0.700962,-0.062085
R00695500,0,2,11,0,0,0,35,0,9,1951.0,49.0,2,1,100.0,83.0,0.8034,4.3,0.0,100.0,0,86.0,64.0,0.724293,3.988372,207.0,0,17.0,0.757957,0.818535,0.799625,0.95,0.00037,0.551976,0.595411,0.587782,0.22167,0.142564,0.700962,-0.045442
R00695501,0,2,11,0,0,1,18,4,9,1996.0,4.0,3,1,852.0,439.0,0.516181,3.502347,1.0,852.0,0,39.0,7.0,0.274132,2.615385,206.0,0,200.0,0.556513,1.0565,0.950449,0.4,0.000706,0.575766,0.564425,0.587782,-0.065548,-0.307597,-0.096691,0.040332
R00695502,0,2,11,0,0,1,18,4,9,1989.0,11.0,1,0,852.0,439.0,0.516181,3.502347,1.0,852.0,0,4.0,0.0,0.436297,1.25,123.0,0,62.0,0.540281,1.0565,0.433013,0.4,0.000706,0.575766,0.564425,0.587782,-0.065548,-0.145432,-0.096691,0.024099
R00695503,0,2,11,0,0,1,18,4,9,1984.0,16.0,3,1,852.0,439.0,0.516181,3.502347,1.0,852.0,0,113.0,9.0,0.127846,2.070796,100.0,0,200.0,0.556513,1.0565,0.975059,0.4,0.000706,0.575766,0.564425,0.587782,-0.065548,-0.453884,-0.096691,0.040332
R00695504,0,2,11,0,0,1,35,17,9,1998.0,2.0,2,1,182.0,51.0,0.29887,2.681319,1.0,182.0,0,129.0,15.0,0.155892,2.031008,209.0,0,122.0,0.26105,1.287122,1.003389,0.05,0.000336,0.583566,0.595411,0.587782,-0.28286,-0.425838,-0.917719,-0.037819
R00695505,0,2,11,0,0,1,35,17,9,1986.0,14.0,1,0,182.0,51.0,0.29887,2.681319,1.0,182.0,0,102.0,16.0,0.201586,2.284314,209.0,0,122.0,0.26105,1.287122,1.149403,0.05,0.000336,0.583566,0.595411,0.587782,-0.28286,-0.380144,-0.917719,-0.037819
R00695506,0,2,11,0,0,1,35,17,9,1981.0,19.0,1,0,182.0,51.0,0.29887,2.681319,1.0,182.0,0,23.0,3.0,0.285164,2.086957,201.0,0,122.0,0.26105,1.287122,1.099923,0.05,0.000336,0.583566,0.595411,0.587782,-0.28286,-0.296565,-0.917719,-0.037819
R00695507,0,2,11,0,0,1,35,17,9,1986.0,14.0,2,1,182.0,51.0,0.29887,2.681319,1.0,182.0,0,67.0,6.0,0.164313,2.029851,201.0,0,122.0,0.26105,1.287122,0.99206,0.05,0.000336,0.583566,0.595411,0.587782,-0.28286,-0.417416,-0.917719,-0.037819
R00695508,0,2,11,0,0,1,18,4,0,1995.0,5.0,1,0,506.0,249.0,0.494171,3.247036,2.0,253.0,0,32.0,6.0,0.295017,2.46875,195.0,0,74.0,0.406753,1.324832,1.0602,0.15,0.000856,0.575766,0.564425,0.603908,-0.087558,-0.286713,-0.352002,-0.087418
R00695509,0,2,11,0,0,1,18,4,0,1994.0,6.0,1,0,506.0,249.0,0.494171,3.247036,2.0,253.0,0,81.0,29.0,0.38689,3.012346,207.0,0,74.0,0.406753,1.324832,0.962171,0.15,0.000856,0.575766,0.564425,0.603908,-0.087558,-0.19484,-0.352002,-0.087418
R00695510,0,2,11,0,0,1,25,12,9,1995.0,5.0,3,1,131.0,30.0,0.258607,2.687023,0.0,131.0,0,154.0,43.0,0.301089,2.902597,209.0,0,69.0,0.283713,1.139733,1.011425,0.2,0.000255,0.609999,0.566582,0.587782,-0.323123,-0.280641,-0.912015,0.025106
R00695511,0,2,11,0,0,1,25,12,9,1996.0,4.0,2,1,131.0,30.0,0.258607,2.687023,0.0,131.0,0,308.0,119.0,0.39369,3.142857,209.0,0,69.0,0.283713,1.139733,1.022021,0.2,0.000255,0.609999,0.566582,0.587782,-0.323123,-0.18804,-0.912015,0.025106
R00695512,0,2,11,0,0,1,25,12,9,1996.0,4.0,2,1,131.0,30.0,0.258607,2.687023,0.0,131.0,0,317.0,152.0,0.483224,3.359621,209.0,0,69.0,0.283713,1.139733,1.031068,0.2,0.000255,0.609999,0.566582,0.587782,-0.323123,-0.098506,-0.912015,0.025106
R00695513,0,2,11,0,0,1,25,12,9,1997.0,3.0,2,1,131.0,30.0,0.258607,2.687023,0.0,131.0,0,233.0,81.0,0.359105,3.081545,209.0,0,69.0,0.283713,1.139733,1.017973,0.2,0.000255,0.609999,0.566582,0.587782,-0.323123,-0.222625,-0.912015,0.025106
R00695514,0,2,11,0,0,1,25,12,9,1990.0,10.0,4,1,131.0,30.0,0.258607,2.687023,0.0,131.0,0,270.0,45.0,0.184329,2.607407,180.0,0,69.0,0.283713,1.139733,0.955268,0.2,0.000255,0.609999,0.566582,0.587782,-0.323123,-0.397401,-0.912015,0.025106
R00695515,0,2,11,0,0,1,1,10,4,1967.0,33.0,2,1,51.0,17.0,0.380647,3.0,0.0,51.0,0,674.0,569.0,0.839622,4.252226,210.0,0,9.0,0.618131,1.009756,0.78857,0.35,0.00037,0.56441,0.574904,0.567586,-0.201083,0.257892,-0.599038,0.237484
R00695516,0,2,11,0,0,0,35,1,9,1984.0,16.0,1,0,27.0,12.0,0.486686,3.111111,0.0,27.0,0,102.0,42.0,0.429656,3.22549,208.0,0,0.0,0.58173,1.448712,1.074726,0.4,0.000729,0.578805,0.595411,0.587782,-0.095044,-0.152074,-0.487927,0.095044
R00695517,0,2,11,0,0,0,35,1,9,1990.0,10.0,2,1,27.0,12.0,0.486686,3.111111,0.0,27.0,0,231.0,51.0,0.238604,2.766234,114.0,0,6.0,0.554487,1.448712,0.929033,0.4,0.000729,0.578805,0.595411,0.587782,-0.095044,-0.343126,-0.487927,0.0678
R00695518,0,2,11,0,0,1,35,17,9,1996.0,4.0,1,0,186.0,51.0,0.292832,2.677419,1.0,186.0,0,34.0,5.0,0.260451,1.882353,204.0,0,126.0,0.253484,1.279796,1.182338,0.05,0.00037,0.583566,0.595411,0.587782,-0.288898,-0.321279,-0.921619,-0.039348
R00695519,0,2,11,0,0,1,35,17,9,1983.0,17.0,2,1,186.0,51.0,0.292832,2.677419,1.0,186.0,0,145.0,6.0,0.08268,1.834483,209.0,0,21.0,0.393356,1.279796,0.996641,0.05,0.00037,0.583566,0.595411,0.587782,-0.288898,-0.49905,-0.921619,0.100524
R00695520,0,2,11,0,0,1,35,17,9,1986.0,14.0,1,0,186.0,51.0,0.292832,2.677419,1.0,186.0,0,69.0,9.0,0.197293,2.130435,209.0,0,126.0,0.253484,1.279796,1.166104,0.05,0.00037,0.583566,0.595411,0.587782,-0.288898,-0.384436,-0.921619,-0.039348
R00695521,0,2,11,0,0,1,35,17,9,1988.0,12.0,1,0,186.0,51.0,0.292832,2.677419,1.0,186.0,0,64.0,12.0,0.249747,2.109375,209.0,0,126.0,0.253484,1.279796,1.226239,0.05,0.00037,0.583566,0.595411,0.587782,-0.288898,-0.331983,-0.921619,-0.039348
R00695522,0,2,11,0,0,1,35,17,9,1989.0,11.0,1,0,186.0,51.0,0.292832,2.677419,1.0,186.0,0,68.0,7.0,0.174759,1.779412,209.0,0,126.0,0.253484,1.279796,1.096057,0.05,0.00037,0.583566,0.595411,0.587782,-0.288898,-0.40697,-0.921619,-0.039348
R00695523,0,2,11,0,0,1,35,17,9,1977.0,23.0,1,0,186.0,51.0,0.292832,2.677419,1.0,186.0,0,79.0,7.0,0.153635,1.873418,201.0,0,126.0,0.253484,1.279796,0.998316,0.05,0.00037,0.583566,0.595411,0.587782,-0.288898,-0.428095,-0.921619,-0.039348
R00695524,0,2,11,0,0,1,35,17,9,1986.0,14.0,1,0,186.0,51.0,0.292832,2.677419,1.0,186.0,0,87.0,16.0,0.232129,2.344828,209.0,0,126.0,0.253484,1.279796,1.257873,0.05,0.00037,0.583566,0.595411,0.587782,-0.288898,-0.349601,-0.921619,-0.039348
R00695525,0,2,11,0,0,1,35,17,9,1995.0,5.0,2,1,186.0,51.0,0.292832,2.677419,1.0,186.0,0,18.0,1.0,0.266025,1.333333,209.0,0,126.0,0.253484,1.279796,0.745356,0.05,0.00037,0.583566,0.595411,0.587782,-0.288898,-0.315705,-0.921619,-0.039348
R00695526,0,2,11,0,0,1,1,10,4,1993.0,7.0,2,1,52.0,18.0,0.390324,3.019231,0.0,52.0,0,1658.0,1201.0,0.723342,3.940893,210.0,0,10.0,0.635489,1.009386,0.915688,0.4,0.000602,0.56441,0.574904,0.567586,-0.191405,0.141612,-0.579807,0.245165
R00695527,0,2,11,0,0,1,25,17,0,1960.0,40.0,2,1,523.0,315.0,0.601833,3.655832,0.0,523.0,0,929.0,758.0,0.812944,4.212056,209.0,0,29.0,0.487336,1.448973,0.890825,0.25,0.001505,0.583566,0.566582,0.603908,0.020103,0.231215,0.056794,-0.114498
R00695528,0,2,11,0,0,1,25,12,9,1995.0,5.0,4,1,136.0,30.0,0.24987,2.669118,0.0,136.0,0,532.0,111.0,0.216876,2.644737,209.0,0,74.0,0.267218,1.137949,1.044008,0.1,0.000567,0.609999,0.566582,0.587782,-0.33186,-0.364853,-0.92992,0.017348
R00695529,0,2,11,0,0,1,25,12,9,1993.0,7.0,3,1,136.0,30.0,0.24987,2.669118,0.0,136.0,0,391.0,106.0,0.280349,2.795396,209.0,0,74.0,0.267218,1.137949,1.091272,0.1,0.000567,0.609999,0.566582,0.587782,-0.33186,-0.30138,-0.92992,0.017348
R00695530,0,2,11,0,0,1,25,12,9,1992.0,8.0,3,1,136.0,30.0,0.24987,2.669118,0.0,136.0,0,452.0,103.0,0.237027,2.676991,209.0,0,74.0,0.267218,1.137949,1.067253,0.1,0.000567,0.609999,0.566582,0.587782,-0.33186,-0.344702,-0.92992,0.017348
R00695531,0,2,11,0,0,1,18,4,9,1996.0,4.0,1,0,855.0,439.0,0.514395,3.495906,1.0,855.0,0,81.0,19.0,0.279363,2.740741,209.0,0,63.0,0.533077,1.060583,1.027736,0.45,0.000764,0.575766,0.564425,0.587782,-0.067334,-0.302367,-0.103132,0.018681
R00695532,0,2,11,0,0,1,18,4,9,1997.0,3.0,2,1,855.0,439.0,0.514395,3.495906,1.0,855.0,0,72.0,10.0,0.202152,2.236111,209.0,0,202.0,0.551312,1.060583,1.086445,0.45,0.000764,0.575766,0.564425,0.587782,-0.067334,-0.379578,-0.103132,0.036917
R00695533,0,2,11,0,0,1,18,4,9,1989.0,11.0,3,1,855.0,439.0,0.514395,3.495906,1.0,855.0,0,187.0,17.0,0.120506,2.165775,207.0,0,202.0,0.551312,1.060583,0.980726,0.45,0.000764,0.575766,0.564425,0.587782,-0.067334,-0.461223,-0.103132,0.036917
R00695534,0,2,11,0,0,1,35,17,9,1983.0,17.0,1,0,194.0,51.0,0.28146,2.623711,1.0,194.0,0,33.0,1.0,0.17735,1.333333,190.0,0,133.0,0.241247,1.287391,0.724743,0.0,0.000382,0.583566,0.595411,0.587782,-0.30027,-0.40438,-0.975327,-0.040213
R00695535,0,2,11,0,0,1,35,17,9,1990.0,10.0,1,0,194.0,51.0,0.28146,2.623711,1.0,194.0,0,17.0,1.0,0.275199,1.588235,191.0,0,133.0,0.241247,1.287391,0.973703,0.0,0.000382,0.583566,0.595411,0.587782,-0.30027,-0.306531,-0.975327,-0.040213
R00695536,0,2,11,0,0,1,35,17,9,1985.0,15.0,1,0,194.0,51.0,0.28146,2.623711,1.0,194.0,0,72.0,12.0,0.225961,2.166667,209.0,0,133.0,0.241247,1.287391,1.258306,0.0,0.000382,0.583566,0.595411,0.587782,-0.30027,-0.355768,-0.975327,-0.040213
R00695537,0,2,11,0,0,1,35,17,9,1998.0,2.0,3,1,194.0,51.0,0.28146,2.623711,1.0,194.0,0,202.0,33.0,0.186826,2.242574,209.0,0,133.0,0.241247,1.287391,1.17126,0.0,0.000382,0.583566,0.595411,0.587782,-0.30027,-0.394904,-0.975327,-0.040213
R00695538,0,2,11,0,0,1,35,17,9,1986.0,14.0,3,1,194.0,51.0,0.28146,2.623711,1.0,194.0,0,41.0,1.0,0.15058,1.609756,203.0,0,22.0,0.381787,1.287391,0.880079,0.0,0.000382,0.583566,0.595411,0.587782,-0.30027,-0.431149,-0.975327,0.100327
R00695539,0,2,11,0,0,1,35,17,9,1959.0,41.0,2,1,194.0,51.0,0.28146,2.623711,1.0,194.0,0,15.0,2.0,0.332621,2.266667,58.0,0,133.0,0.241247,1.287391,0.997775,0.0,0.000382,0.583566,0.595411,0.587782,-0.30027,-0.249109,-0.975327,-0.040213
R00695540,0,2,11,0,0,1,25,17,0,1948.0,52.0,1,0,524.0,316.0,0.602576,3.658397,0.0,524.0,0,324.0,274.0,0.836252,4.274691,209.0,0,40.0,0.422707,1.448777,0.821307,0.25,0.001667,0.583566,0.566582,0.603908,0.020846,0.254522,0.059359,-0.179869
R00695541,0,2,11,0,0,1,35,15,2,1994.0,6.0,3,1,121.0,53.0,0.450983,3.404959,1.0,121.0,0,1619.0,1230.0,0.758419,4.094503,210.0,0,90.0,0.440988,0.80882,0.995525,0.3,0.001505,0.615716,0.595411,0.582548,-0.130747,0.176689,-0.194079,-0.009995
R00695542,0,2,11,0,0,1,35,15,2,1992.0,8.0,3,1,121.0,53.0,0.450983,3.404959,1.0,121.0,0,888.0,556.0,0.625534,3.718468,210.0,0,12.0,0.582532,0.80882,0.993003,0.3,0.001505,0.615716,0.595411,0.582548,-0.130747,0.043804,-0.194079,0.131548
R00695543,0,2,11,0,0,1,35,15,2,1996.0,4.0,2,1,121.0,53.0,0.450983,3.404959,1.0,121.0,0,378.0,261.0,0.68713,3.820106,209.0,0,12.0,0.582532,0.80882,0.931187,0.3,0.001505,0.615716,0.595411,0.582548,-0.130747,0.1054,-0.194079,0.131548
R00695544,0,2,11,0,0,0,35,1,9,1994.0,6.0,1,0,29.0,13.0,0.487336,3.103448,0.0,29.0,0,57.0,12.0,0.275083,2.666667,203.0,0,8.0,0.449038,1.422597,0.979318,0.4,0.000637,0.578805,0.595411,0.587782,-0.094394,-0.306646,-0.49559,-0.038298
R00695545,0,2,11,0,0,0,35,1,9,1997.0,3.0,2,1,29.0,13.0,0.487336,3.103448,0.0,29.0,0,756.0,454.0,0.600235,3.62963,209.0,0,7.0,0.525303,1.422597,0.935977,0.4,0.000637,0.578805,0.595411,0.587782,-0.094394,0.018506,-0.49559,0.037967
R00695546,0,2,11,0,0,0,35,1,9,1980.0,20.0,1,0,29.0,13.0,0.487336,3.103448,0.0,29.0,0,1186.0,867.0,0.729533,3.962057,210.0,0,8.0,0.449038,1.422597,0.992082,0.4,0.000637,0.578805,0.595411,0.587782,-0.094394,0.147803,-0.49559,-0.038298
R00695547,0,2,11,0,0,0,35,1,9,1982.0,18.0,1,0,29.0,13.0,0.487336,3.103448,0.0,29.0,0,361.0,114.0,0.324345,2.950139,208.0,0,8.0,0.449038,1.422597,1.061936,0.4,0.000637,0.578805,0.595411,0.587782,-0.094394,-0.257385,-0.49559,-0.038298
