flight_id,tail_number,departed_at,risk_score,watch
F00230885,N604SK,2024-02-07 18:44:00,0.002694,0
F00230886,N943AT,2024-02-07 18:44:00,0.000332,0
F00230887,N143AN,2024-02-07 18:45:00,3.3e-05,0
F00230888,N242SY,2024-02-07 18:45:00,0.414419,1
F00230889,N293SY,2024-02-07 18:45:00,0.001556,0
F00230890,N454WN,2024-02-07 18:45:00,9e-05,0
F00230891,N509AY,2024-02-07 18:45:00,2.5e-05,0
F00230892,N559UW,2024-02-07 18:45:00,6.6e-05,0
F00230893,N586NW,2024-02-07 18:45:00,0.000127,0
F00230894,N713UW,2024-02-07 18:45:00,0.534393,1
F00230895,N7722B,2024-02-07 18:45:00,0.000257,0
F00230896,N8321D,2024-02-07 18:45:00,0.001807,0
F00230897,N856AS,2024-02-07 18:45:00,0.004071,0
F00230898,N8628A,2024-02-07 18:45:00,3.5e-05,0
F00230899,N8634A,2024-02-07 18:45:00,0.000215,0
F00230900,N8674B,2024-02-07 18:45:00,0.002687,0
F00230901,N8684F,2024-02-07 18:45:00,0.000112,0
F00230902,N8781Q,2024-02-07 18:45:00,0.001937,0
F00230903,N8810L,2024-02-07 18:45:00,0.002018,0
F00230904,N882NN,2024-02-07 18:45:00,0.000134,0
F00230905,N8841L,2024-02-07 18:45:00,0.000192,0
F00230906,N8850Q,2024-02-07 18:45:00,3.1e-05,0
F00230907,N8864H,2024-02-07 18:45:00,3e-05,0
F00230908,N8911Q,2024-02-07 18:45:00,0.000305,0
F00230909,N159AN,2024-02-07 18:46:00,3.7e-05,0
F00230910,N6712B,2024-02-07 18:46:00,0.000488,0
F00230911,N307TA,2024-02-07 18:47:00,0.000341,0
F00230912,N318DU,2024-02-07 18:48:00,0.000947,0
F00230913,N411AN,2024-02-07 18:48:00,0.000623,0
F00230914,N9023N,2024-02-07 18:48:00,0.180179,1
F00230915,N932DZ,2024-02-07 18:48:00,5.1e-05,0
F00230916,N913NN,2024-02-07 18:49:00,1.5e-05,0
F00230917,N182SY,2024-02-07 18:50:00,0.022551,0
F00230918,N200WN,2024-02-07 18:50:00,0.000904,0
F00230919,N290WN,2024-02-07 18:50:00,0.010678,0
F00230920,N294SY,2024-02-07 18:50:00,0.017976,0
F00230921,N309DU,2024-02-07 18:50:00,0.000146,0
F00230922,N496WN,2024-02-07 18:50:00,0.022295,0
F00230923,N604SK,2024-02-07 18:50:00,0.002423,0
F00230924,N836NN,2024-02-07 18:50:00,2.3e-05,0
F00230925,N839DN,2024-02-07 18:50:00,0.000448,0
F00230926,N8544Z,2024-02-07 18:50:00,0.016128,0
F00230927,N876DN,2024-02-07 18:50:00,0.000558,0
F00230928,N8817L,2024-02-07 18:50:00,6.6e-05,0
F00230929,N8853Q,2024-02-07 18:50:00,0.000168,0
F00230930,N9021H,2024-02-07 18:50:00,0.000366,0
F00230931,N961WN,2024-02-07 18:50:00,0.017423,0
F00230932,N926UW,2024-02-07 18:51:00,0.002192,0
F00230933,N609SK,2024-02-07 18:52:00,6.2e-05,0
F00230934,N179UW,2024-02-07 18:53:00,0.000575,0
F00230935,N668DN,2024-02-07 18:53:00,0.00049,0
F00230936,N151UW,2024-02-07 18:54:00,6.3e-05,0
F00230937,N778XF,2024-02-07 18:54:00,0.000787,0
F00230938,N924AT,2024-02-07 18:54:00,0.000651,0
F00230939,N106DN,2024-02-07 18:55:00,5.4e-05,0
F00230940,N109DU,2024-02-07 18:55:00,0.00015,0
F00230941,N133SY,2024-02-07 18:55:00,0.000906,0
F00230942,N178SY,2024-02-07 18:55:00,0.007933,0
F00230943,N204WN,2024-02-07 18:55:00,2.8e-05,0
F00230944,N208WN,2024-02-07 18:55:00,0.001509,0
F00230945,N209SY,2024-02-07 18:55:00,0.009641,0
F00230946,N273WN,2024-02-07 18:55:00,0.000131,0
F00230947,N334NB,2024-02-07 18:55:00,0.000562,0
F00230948,N336TM,2024-02-07 18:55:00,0.159112,1
F00230949,N402SY,2024-02-07 18:55:00,0.021074,0
F00230950,N408WN,2024-02-07 18:55:00,3.7e-05,0
F00230951,N435WN,2024-02-07 18:55:00,0.000121,0
F00230952,N456WN,2024-02-07 18:55:00,0.002329,0
F00230953,N693DL,2024-02-07 18:55:00,0.000449,0
F00230954,N7713A,2024-02-07 18:55:00,2.2e-05,0
F00230955,N772XF,2024-02-07 18:55:00,0.06872,0
F00230956,N8517F,2024-02-07 18:55:00,0.001682,0
F00230957,N8535S,2024-02-07 18:55:00,7.3e-05,0
F00230958,N8627B,2024-02-07 18:55:00,0.002132,0
F00230959,N8699A,2024-02-07 18:55:00,0.008285,0
F00230960,N897DN,2024-02-07 18:55:00,0.000142,0
F00230961,N906AA,2024-02-07 18:55:00,0.000593,0
F00230962,N954DZ,2024-02-07 18:55:00,0.000638,0
F00230963,N979UY,2024-02-07 18:55:00,8e-06,0
F00230964,N118US,2024-02-07 18:56:00,0.00011,0
F00230965,N400AN,2024-02-07 18:56:00,1.7e-05,0
F00230966,N409AA,2024-02-07 18:56:00,0.000524,0
F00230967,N582UW,2024-02-07 18:56:00,0.000654,0
F00230968,N649AW,2024-02-07 18:56:00,0.000166,0
F00230969,N652AW,2024-02-07 18:56:00,2.5e-05,0
F00230970,N964AN,2024-02-07 18:56:00,4.8e-05,0
F00230971,N316PF,2024-02-07 18:57:00,0.000133,0
F00230972,N722US,2024-02-07 18:57:00,9.5e-05,0
F00230973,N302DN,2024-02-07 18:59:00,0.000367,0
F00230974,N322DN,2024-02-07 18:59:00,1.8e-05,0
F00230975,N337DN,2024-02-07 18:59:00,0.001519,0
F00230976,N374DA,2024-02-07 18:59:00,0.000277,0
F00230977,N3771K,2024-02-07 18:59:00,0.004382,0
F00230978,N544US,2024-02-07 18:59:00,0.000347,0
F00230979,N725UW,2024-02-07 18:59:00,0.000825,0
F00230980,N279SY,2024-02-07 19:00:00,0.003848,0
F00230981,N297WN,2024-02-07 19:00:00,0.025538,0
F00230982,N328TC,2024-02-07 19:00:00,0.00036,0
F00230983,N567UW,2024-02-07 19:00:00,2.7e-05,0
F00230984,N603UX,2024-02-07 19:00:00,0.00013,0
F00230985,N609UX,2024-02-07 19:00:00,0.010255,0
F00230986,N615UX,2024-02-07 19:00:00,0.022579,0
F00230987,N620UX,2024-02-07 19:00:00,0.009272,0
F00230988,N7740A,2024-02-07 19:00:00,0.000156,0
F00230989,N7750A,2024-02-07 19:00:00,0.00054,0
F00230990,N821AN,2024-02-07 19:00:00,5.9e-05,0
F00230991,N8508W,2024-02-07 19:00:00,9.3e-05,0
F00230992,N8537Z,2024-02-07 19:00:00,0.000132,0
F00230993,N8539V,2024-02-07 19:00:00,0.000524,0
F00230994,N8540V,2024-02-07 19:00:00,0.000361,0
F00230995,N8547V,2024-02-07 19:00:00,0.001271,0
F00230996,N8629A,2024-02-07 19:00:00,0.000386,0
F00230997,N8632A,2024-02-07 19:00:00,0.002256,0
F00230998,N8668A,2024-02-07 19:00:00,1.8e-05,0
F00230999,N8723Q,2024-02-07 19:00:00,0.010308,0
F00231000,N8750Q,2024-02-07 19:00:00,0.014402,0
F00231001,N8786Q,2024-02-07 19:00:00,0.000133,0
F00231002,N719EV,2024-02-07 19:01:00,0.001678,0
F00231003,N945AN,2024-02-07 19:01:00,0.000119,0
F00231004,N163AA,2024-02-07 19:02:00,0.000818,0
F00231005,N689DL,2024-02-07 19:02:00,0.000395,0
F00231006,N910NN,2024-02-07 19:03:00,3.3e-05,0
F00231007,N971NN,2024-02-07 19:03:00,1.4e-05,0
F00231008,N135SY,2024-02-07 19:05:00,0.028527,0
F00231009,N284WN,2024-02-07 19:05:00,4.6e-05,0
F00231010,N479CA,2024-02-07 19:05:00,0.001624,0
F00231011,N795SK,2024-02-07 19:05:00,0.010166,0
F00231012,N844NN,2024-02-07 19:05:00,0.000675,0
F00231013,N8631A,2024-02-07 19:05:00,0.003807,0
F00231014,N8651A,2024-02-07 19:05:00,0.000348,0
F00231015,N8713M,2024-02-07 19:05:00,8.1e-05,0
F00231016,N8824Q,2024-02-07 19:05:00,0.000286,0
F00231017,N8825Q,2024-02-07 19:05:00,0.015564,0
F00231018,N8845L,2024-02-07 19:05:00,0.000202,0
F00231019,N8888M,2024-02-07 19:05:00,3.7e-05,0
F00231020,N941WN,2024-02-07 19:05:00,0.001628,0
F00231021,N741EV,2024-02-07 19:06:00,2.8e-05,0
F00231022,N102DU,2024-02-07 19:07:00,0.000395,0
F00231023,N373NW,2024-02-07 19:07:00,8e-06,0
F00231024,N963AN,2024-02-07 19:08:00,0.001186,0
F00231025,N168SY,2024-02-07 19:09:00,0.000252,0
F00231026,N225WN,2024-02-07 19:10:00,0.001468,0
F00231027,N272WN,2024-02-07 19:10:00,7.3e-05,0
F00231028,N412SY,2024-02-07 19:10:00,0.006142,0
F00231029,N497WN,2024-02-07 19:10:00,0.00057,0
F00231030,N498WN,2024-02-07 19:10:00,3.1e-05,0
F00231031,N7724A,2024-02-07 19:10:00,0.000236,0
F00231032,N7819A,2024-02-07 19:10:00,2.4e-05,0
F00231033,N824AW,2024-02-07 19:10:00,0.000123,0
F00231034,N870NN,2024-02-07 19:10:00,8.7e-05,0
F00231035,N8902Q,2024-02-07 19:10:00,0.020745,0
F00231036,N914EV,2024-02-07 19:10:00,0.003131,0
F00231037,N924WN,2024-02-07 19:10:00,0.000316,0
F00231038,N957NN,2024-02-07 19:10:00,9e-06,0
F00231039,N961AT,2024-02-07 19:10:00,0.000318,0
F00231040,N981UY,2024-02-07 19:10:00,5e-06,0
F00231041,N440AN,2024-02-07 19:12:00,6e-06,0
F00231042,N960NN,2024-02-07 19:12:00,0.000139,0
F00231043,N127SY,2024-02-07 19:13:00,0.000477,0
F00231044,N664AW,2024-02-07 19:13:00,0.004449,0
F00231045,N916AN,2024-02-07 19:14:00,3.4e-05,0
F00231046,N112DU,2024-02-07 19:15:00,4.3e-05,0
F00231047,N134AN,2024-02-07 19:15:00,2.2e-05,0
F00231048,N145SY,2024-02-07 19:15:00,4.2e-05,0
F00231049,N250WN,2024-02-07 19:15:00,0.021087,0
F00231050,N303DU,2024-02-07 19:15:00,1.4e-05,0
F00231051,N561WN,2024-02-07 19:15:00,0.005701,0
F00231052,N596NW,2024-02-07 19:15:00,0.000316,0
F00231053,N802NN,2024-02-07 19:15:00,0.000775,0
F00231054,N825NN,2024-02-07 19:15:00,0.001316,0
F00231055,N8538V,2024-02-07 19:15:00,0.001873,0
F00231056,N8566Z,2024-02-07 19:15:00,0.011026,0
F00231057,N8580Z,2024-02-07 19:15:00,0.002065,0
F00231058,N8663A,2024-02-07 19:15:00,2.9e-05,0
F00231059,N8709Q,2024-02-07 19:15:00,0.000206,0
F00231060,N8773Q,2024-02-07 19:15:00,2.7e-05,0
F00231061,N8801Q,2024-02-07 19:15:00,0.0002,0
F00231062,N920WN,2024-02-07 19:15:00,0.006449,0
F00231063,N976NN,2024-02-07 19:15:00,0.000651,0
F00231064,N177US,2024-02-07 19:17:00,1.2e-05,0
F00231065,N719SK,2024-02-07 19:18:00,0.242321,1
F00231066,N973NN,2024-02-07 19:18:00,0.000144,0
F00231067,N915AT,2024-02-07 19:19:00,1e-05,0
F00231068,N150NN,2024-02-07 19:20:00,0.000603,0
F00231069,N287WN,2024-02-07 19:20:00,0.015476,0
F00231070,N369NB,2024-02-07 19:20:00,0.000281,0
F00231071,N407WN,2024-02-07 19:20:00,0.003074,0
F00231072,N448WN,2024-02-07 19:20:00,0.004529,0
F00231073,N551NW,2024-02-07 19:20:00,0.00041,0
F00231074,N6706Q,2024-02-07 19:20:00,0.000399,0
F00231075,N688DL,2024-02-07 19:20:00,0.000415,0
F00231076,N7826B,2024-02-07 19:20:00,0.001571,0
F00231077,N8675A,2024-02-07 19:20:00,0.000166,0
F00231078,N8690A,2024-02-07 19:20:00,0.001565,0
F00231079,N8707P,2024-02-07 19:20:00,0.0067,0
F00231080,N8761L,2024-02-07 19:20:00,0.00747,0
F00231081,N879DN,2024-02-07 19:20:00,0.000313,0
F00231082,N8815L,2024-02-07 19:20:00,0.010459,0
F00231083,N892AT,2024-02-07 19:20:00,0.000768,0
F00231084,N925WN,2024-02-07 19:20:00,0.000165,0
F00231085,N933NN,2024-02-07 19:20:00,6.9e-05,0
F00231086,N941DZ,2024-02-07 19:20:00,0.000101,0
F00231087,N957AT,2024-02-07 19:20:00,0.00067,0
F00231088,N274SY,2024-02-07 19:21:00,0.002226,0
F00231089,N848NN,2024-02-07 19:23:00,2.4e-05,0
F00231090,N101DQ,2024-02-07 19:25:00,3.3e-05,0
F00231091,N110DX,2024-02-07 19:25:00,0.00058,0
F00231092,N161AA,2024-02-07 19:25:00,3.2e-05,0
F00231093,N163US,2024-02-07 19:25:00,0.000523,0
F00231094,N174US,2024-02-07 19:25:00,0.000605,0
F00231095,N202WN,2024-02-07 19:25:00,0.00014,0
F00231096,N291WN,2024-02-07 19:25:00,0.024156,0
F00231097,N310DN,2024-02-07 19:25:00,0.000254,0
F00231098,N319SY,2024-02-07 19:25:00,0.010804,0
F00231099,N354PT,2024-02-07 19:25:00,3.1e-05,0
F00231100,N368NB,2024-02-07 19:25:00,2.3e-05,0
F00231101,N3754A,2024-02-07 19:25:00,0.000476,0
F00231102,N389DA,2024-02-07 19:25:00,1.1e-05,0
F00231103,N569WN,2024-02-07 19:25:00,0.016176,0
F00231104,N605UX,2024-02-07 19:25:00,0.018184,0
F00231105,N699BR,2024-02-07 19:25:00,3.6e-05,0
F00231106,N7874B,2024-02-07 19:25:00,1.9e-05,0
F00231107,N8635F,2024-02-07 19:25:00,0.000195,0
F00231108,N8688J,2024-02-07 19:25:00,0.000479,0
F00231109,N8710M,2024-02-07 19:25:00,0.001092,0
F00231110,N8802Q,2024-02-07 19:25:00,3.5e-05,0
F00231111,N8811L,2024-02-07 19:25:00,0.008535,0
F00231112,N8840Q,2024-02-07 19:25:00,2.5e-05,0
F00231113,N895AT,2024-02-07 19:25:00,0.000313,0
F00231114,N914WN,2024-02-07 19:25:00,0.001348,0
F00231115,N959DZ,2024-02-07 19:25:00,3.2e-05,0
F00231116,N710UW,2024-02-07 19:26:00,0.000201,0
F00231117,N858NN,2024-02-07 19:27:00,2.2e-05,0
F00231118,N947DZ,2024-02-07 19:27:00,0.000771,0
F00231119,N114SY,2024-02-07 19:28:00,0.001326,0
F00231120,N971AN,2024-02-07 19:28:00,0.000314,0
F00231121,N138AN,2024-02-07 19:29:00,0.000689,0
F00231122,N926NN,2024-02-07 19:29:00,9e-05,0
F00231123,N121DU,2024-02-07 19:30:00,2.3e-05,0
F00231124,N122US,2024-02-07 19:30:00,0.000329,0
F00231125,N124DU,2024-02-07 19:30:00,9e-06,0
F00231126,N175SY,2024-02-07 19:30:00,0.011007,0
F00231127,N194SY,2024-02-07 19:30:00,0.009222,0
F00231128,N283WN,2024-02-07 19:30:00,1.9e-05,0
F00231129,N321NB,2024-02-07 19:30:00,5.9e-05,0
F00231130,N329DN,2024-02-07 19:30:00,0.000518,0
F00231131,N352NB,2024-02-07 19:30:00,3.1e-05,0
F00231132,N378NW,2024-02-07 19:30:00,0.000172,0
F00231133,N390DN,2024-02-07 19:30:00,0.000496,0
F00231134,N403WN,2024-02-07 19:30:00,0.007182,0
F00231135,N415WN,2024-02-07 19:30:00,0.01122,0
F00231136,N472WN,2024-02-07 19:30:00,0.001806,0
F00231137,N538US,2024-02-07 19:30:00,0.000294,0
F00231138,N543US,2024-02-07 19:30:00,0.00037,0
F00231139,N563WN,2024-02-07 19:30:00,0.077843,0
F00231140,N593NW,2024-02-07 19:30:00,0.000836,0
F00231141,N727SK,2024-02-07 19:30:00,0.000624,0
F00231142,N7732A,2024-02-07 19:30:00,0.002223,0
F00231143,N805SK,2024-02-07 19:30:00,0.000345,0
F00231144,N833MH,2024-02-07 19:30:00,0.637292,1
F00231145,N8522P,2024-02-07 19:30:00,0.001359,0
F00231146,N8548P,2024-02-07 19:30:00,3.1e-05,0
F00231147,N8573Z,2024-02-07 19:30:00,9.6e-05,0
F00231148,N860DN,2024-02-07 19:30:00,0.000425,0
F00231149,N8630B,2024-02-07 19:30:00,4.9e-05,0
F00231150,N8659D,2024-02-07 19:30:00,0.002275,0
F00231151,N8660A,2024-02-07 19:30:00,0.000364,0
F00231152,N8756S,2024-02-07 19:30:00,0.000506,0
F00231153,N8779Q,2024-02-07 19:30:00,0.002814,0
F00231154,N8803L,2024-02-07 19:30:00,0.002555,0
F00231155,N8861Q,2024-02-07 19:30:00,0.001792,0
F00231156,N8882Q,2024-02-07 19:30:00,0.001547,0
F00231157,N904DN,2024-02-07 19:30:00,0.000361,0
F00231158,N939WN,2024-02-07 19:30:00,0.00064,0
F00231159,N968AN,2024-02-07 19:30:00,2.3e-05,0
F00231160,N912UY,2024-02-07 19:31:00,7e-06,0
F00231161,N119US,2024-02-07 19:32:00,0.000552,0
F00231162,N956SW,2024-02-07 19:32:00,0.010567,0
F00231163,N971SW,2024-02-07 19:32:00,0.000214,0
F00231164,N124AA,2024-02-07 19:35:00,8e-06,0
F00231165,N153SY,2024-02-07 19:35:00,0.000169,0
F00231166,N160SY,2024-02-07 19:35:00,0.00153,0
F00231167,N248WN,2024-02-07 19:35:00,0.001963,0
F00231168,N304SY,2024-02-07 19:35:00,0.000365,0
F00231169,N7747C,2024-02-07 19:35:00,0.001179,0
F00231170,N7884G,2024-02-07 19:35:00,0.005809,0
F00231171,N8512U,2024-02-07 19:35:00,9.8e-05,0
F00231172,N862DN,2024-02-07 19:35:00,0.000618,0
F00231173,N8767M,2024-02-07 19:35:00,0.010975,0
F00231174,N929SW,2024-02-07 19:35:00,0.005674,0
F00231175,N515SY,2024-02-07 19:36:00,0.000402,0
F00231176,N943DZ,2024-02-07 19:36:00,1.2e-05,0
F00231177,N336SR,2024-02-07 19:37:00,0.000643,0
F00231178,N818AW,2024-02-07 19:38:00,0.000286,0
F00231179,N260WN,2024-02-07 19:40:00,0.00131,0
F00231180,N334SM,2024-02-07 19:40:00,0.000476,0
F00231181,N343NW,2024-02-07 19:40:00,0.000473,0
F00231182,N3751B,2024-02-07 19:40:00,0.000347,0
F00231183,N432AN,2024-02-07 19:40:00,0.000214,0
F00231184,N490WN,2024-02-07 19:40:00,0.019141,0
F00231185,N566WN,2024-02-07 19:40:00,0.020397,0
F00231186,N695DL,2024-02-07 19:40:00,0.000118,0
F00231187,N776DE,2024-02-07 19:40:00,0.000484,0
F00231188,N785SK,2024-02-07 19:40:00,0.00298,0
F00231189,N788SK,2024-02-07 19:40:00,0.034583,0
F00231190,N792SW,2024-02-07 19:40:00,0.002361,0
F00231191,N820DX,2024-02-07 19:40:00,0.000742,0
F00231192,N8301J,2024-02-07 19:40:00,0.009131,0
F00231193,N8583Z,2024-02-07 19:40:00,0.000101,0
F00231194,N8618N,2024-02-07 19:40:00,3.8e-05,0
F00231195,N8657B,2024-02-07 19:40:00,0.017003,0
F00231196,N8906K,2024-02-07 19:40:00,6.3e-05,0
F00231197,N920EV,2024-02-07 19:40:00,0.000881,0
F00231198,N903AA,2024-02-07 19:41:00,2.5e-05,0
F00231199,N410AN,2024-02-07 19:42:00,0.000332,0
F00231200,N776XF,2024-02-07 19:42:00,0.000417,0
F00231201,N173US,2024-02-07 19:43:00,0.000398,0
F00231202,N556NW,2024-02-07 19:44:00,0.000491,0
F00231203,N834DN,2024-02-07 19:44:00,6.2e-05,0
F00231204,N930SW,2024-02-07 19:44:00,0.001063,0
F00231205,N979AN,2024-02-07 19:44:00,0.000315,0
F00231206,N131DU,2024-02-07 19:45:00,5.5e-05,0
F00231207,N133AN,2024-02-07 19:45:00,0.000108,0
F00231208,N138SY,2024-02-07 19:45:00,0.000617,0
F00231209,N157AA,2024-02-07 19:45:00,8e-06,0
F00231210,N263SY,2024-02-07 19:45:00,5.5e-05,0
F00231211,N309SY,2024-02-07 19:45:00,0.000204,0
F00231212,N338NW,2024-02-07 19:45:00,3.6e-05,0
F00231213,N416AN,2024-02-07 19:45:00,0.010429,0
F00231214,N483WN,2024-02-07 19:45:00,0.000233,0
F00231215,N523DE,2024-02-07 19:45:00,0.000486,0
F00231216,N607AT,2024-02-07 19:45:00,0.000717,0
F00231217,N622UX,2024-02-07 19:45:00,0.000191,0
F00231218,N741UW,2024-02-07 19:45:00,0.00077,0
F00231219,N793SK,2024-02-07 19:45:00,0.009379,0
F00231220,N8554X,2024-02-07 19:45:00,0.001884,0
F00231221,N8572X,2024-02-07 19:45:00,0.006849,0
F00231222,N8640D,2024-02-07 19:45:00,0.001592,0
F00231223,N8772M,2024-02-07 19:45:00,3.7e-05,0
F00231224,N907AN,2024-02-07 19:45:00,0.00123,0
F00231225,N929WN,2024-02-07 19:45:00,0.000106,0
F00231226,N934WN,2024-02-07 19:45:00,0.015866,0
F00231227,N831AW,2024-02-07 19:46:00,0.0003,0
F00231228,N977NN,2024-02-07 19:47:00,3.7e-05,0
F00231229,N514SY,2024-02-07 19:49:00,0.000156,0
F00231230,N918NN,2024-02-07 19:49:00,0.000537,0
F00231231,N111NG,2024-02-07 19:50:00,0.00064,0
F00231232,N240WN,2024-02-07 19:50:00,0.014701,0
F00231233,N265SY,2024-02-07 19:50:00,0.00029,0
F00231234,N314DN,2024-02-07 19:50:00,9.2e-05,0
F00231235,N323SY,2024-02-07 19:50:00,0.012466,0
F00231236,N343DN,2024-02-07 19:50:00,0.00023,0
F00231237,N362NB,2024-02-07 19:50:00,3.1e-05,0
F00231238,N459AN,2024-02-07 19:50:00,0.0004,0
F00231239,N679SA,2024-02-07 19:50:00,0.004146,0
F00231240,N7744A,2024-02-07 19:50:00,0.002217,0
F00231241,N795AN,2024-02-07 19:50:00,0.000236,0
F00231242,N806SK,2024-02-07 19:50:00,0.000503,0
F00231243,N828DN,2024-02-07 19:50:00,0.000329,0
F00231244,N8509U,2024-02-07 19:50:00,0.001589,0
F00231245,N8784Q,2024-02-07 19:50:00,0.001708,0
F00231246,N8918Q,2024-02-07 19:50:00,0.000364,0
F00231247,N929AA,2024-02-07 19:50:00,8.8e-05,0
F00231248,N949WN,2024-02-07 19:50:00,0.000609,0
F00231249,N980AT,2024-02-07 19:50:00,9.8e-05,0
F00231250,N990AN,2024-02-07 19:50:00,0.000609,0
F00231251,N337NW,2024-02-07 19:51:00,0.000572,0
F00231252,N463SW,2024-02-07 19:51:00,0.000711,0
F00231253,N193SY,2024-02-07 19:52:00,0.004415,0
F00231254,N834AW,2024-02-07 19:52:00,0.000782,0
F00231255,N144SY,2024-02-07 19:54:00,0.00093,0
F00231256,N324DX,2024-02-07 19:54:00,3.6e-05,0
F00231257,N347NW,2024-02-07 19:54:00,0.000456,0
F00231258,N667DN,2024-02-07 19:54:00,0.000664,0
F00231259,N724UW,2024-02-07 19:54:00,0.000404,0
F00231260,N989AT,2024-02-07 19:54:00,0.000556,0
F00231261,N206SY,2024-02-07 19:55:00,0.000105,0
F00231262,N255WN,2024-02-07 19:55:00,0.000128,0
F00231263,N277WN,2024-02-07 19:55:00,0.032334,0
F00231264,N285SY,2024-02-07 19:55:00,0.000353,0
F00231265,N347DN,2024-02-07 19:55:00,0.000475,0
F00231266,N404SY,2024-02-07 19:55:00,0.001028,0
F00231267,N547US,2024-02-07 19:55:00,0.000342,0
F00231268,N550WN,2024-02-07 19:55:00,0.002037,0
F00231269,N768US,2024-02-07 19:55:00,0.407616,1
F00231270,N7721E,2024-02-07 19:55:00,0.001601,0
F00231271,N7723E,2024-02-07 19:55:00,0.000201,0
F00231272,N7743B,2024-02-07 19:55:00,0.000171,0
F00231273,N7823A,2024-02-07 19:55:00,0.035175,0
F00231274,N8777Q,2024-02-07 19:55:00,0.010942,0
F00231275,N8826Q,2024-02-07 19:55:00,0.001024,0
F00231276,N8833L,2024-02-07 19:55:00,0.001553,0
F00231277,N997NN,2024-02-07 19:55:00,3.8e-05,0
F00231278,N110UW,2024-02-07 19:57:00,0.000396,0
F00231279,N330DX,2024-02-07 19:59:00,0.000563,0
F00231280,N342SX,2024-02-07 19:59:00,4.7e-05,0
F00231281,N355NW,2024-02-07 19:59:00,0.000767,0
F00231282,N360DN,2024-02-07 19:59:00,0.000939,0
F00231283,N362DN,2024-02-07 19:59:00,0.000654,0
F00231284,N516DA,2024-02-07 19:59:00,0.070974,0
F00231285,N552NW,2024-02-07 19:59:00,0.000568,0
F00231286,N6711M,2024-02-07 19:59:00,0.000149,0
F00231287,N810DN,2024-02-07 19:59:00,0.00026,0
F00231288,N214WN,2024-02-07 20:00:00,0.002184,0
F00231289,N280WN,2024-02-07 20:00:00,0.001604,0
F00231290,N281WN,2024-02-07 20:00:00,0.018968,0
F00231291,N294WN,2024-02-07 20:00:00,0.020221,0
F00231292,N299WN,2024-02-07 20:00:00,0.000375,0
F00231293,N305SY,2024-02-07 20:00:00,0.001084,0
F00231294,N320DU,2024-02-07 20:00:00,0.000166,0
F00231295,N320SY,2024-02-07 20:00:00,0.000605,0
F00231296,N415AN,2024-02-07 20:00:00,0.00015,0
F00231297,N431WN,2024-02-07 20:00:00,0.001647,0
F00231298,N7725A,2024-02-07 20:00:00,0.000343,0
F00231299,N7887A,2024-02-07 20:00:00,0.017275,0
F00231300,N8502Z,2024-02-07 20:00:00,0.00249,0
F00231301,N8511K,2024-02-07 20:00:00,0.001946,0
F00231302,N8515X,2024-02-07 20:00:00,8.2e-05,0
F00231303,N8536Z,2024-02-07 20:00:00,0.00111,0
F00231304,N8562Z,2024-02-07 20:00:00,0.000102,0
F00231305,N8569Z,2024-02-07 20:00:00,0.000758,0
F00231306,N8624J,2024-02-07 20:00:00,2.6e-05,0
F00231307,N8704Q,2024-02-07 20:00:00,4.5e-05,0
F00231308,N8724J,2024-02-07 20:00:00,0.01018,0
F00231309,N8800L,2024-02-07 20:00:00,0.003279,0
F00231310,N8822Q,2024-02-07 20:00:00,0.003243,0
F00231311,N8851Q,2024-02-07 20:00:00,0.001438,0
F00231312,N8860S,2024-02-07 20:00:00,0.001308,0
F00231313,N8880G,2024-02-07 20:00:00,0.00423,0
F00231314,N902NN,2024-02-07 20:00:00,0.000338,0
F00231315,N920US,2024-02-07 20:00:00,0.000559,0
F00231316,N921AT,2024-02-07 20:00:00,0.002663,0
F00231317,N937WN,2024-02-07 20:00:00,0.013374,0
F00231318,N992NN,2024-02-07 20:00:00,0.000387,0
F00231319,N187US,2024-02-07 20:01:00,0.00042,0
F00231320,N713SK,2024-02-07 20:01:00,2.8e-05,0
F00231321,N774XF,2024-02-07 20:01:00,0.00076,0
F00231322,N905AU,2024-02-07 20:04:00,0.000367,0
F00231323,N124DX,2024-02-07 20:05:00,0.000447,0
F00231324,N1803U,2024-02-07 20:05:00,0.000287,0
F00231325,N205WN,2024-02-07 20:05:00,0.012682,0
F00231326,N252WN,2024-02-07 20:05:00,5.8e-05,0
F00231327,N315DN,2024-02-07 20:05:00,0.000599,0
F00231328,N453WN,2024-02-07 20:05:00,0.000508,0
F00231329,N458WN,2024-02-07 20:05:00,9.2e-05,0
F00231330,N7731A,2024-02-07 20:05:00,0.00014,0
F00231331,N8567Z,2024-02-07 20:05:00,0.000114,0
F00231332,N8609A,2024-02-07 20:05:00,0.000117,0
F00231333,N870DC,2024-02-07 20:05:00,0.004592,0
F00231334,N8875B,2024-02-07 20:05:00,0.001855,0
F00231335,N8885,2024-02-07 20:05:00,0.005361,0
F00231336,N960SW,2024-02-07 20:05:00,0.172819,1
F00231337,N393DA,2024-02-07 20:06:00,0.000433,0
F00231338,N963SW,2024-02-07 20:06:00,0.002145,0
F00231339,N105UW,2024-02-07 20:07:00,0.000723,0
F00231340,N170PQ,2024-02-07 20:10:00,0.000146,0
F00231341,N257WN,2024-02-07 20:10:00,3.9e-05,0
F00231342,N466SW,2024-02-07 20:10:00,0.182267,1
