line_id,f_hour,f_dow,f_month,f_week,f_is_weekend,f_days_since_epoch,f_basket_lines,f_basket_units,f_basket_value,f_line_share,f_sku_age_days,f_sku_is_new,f_sku_orders,f_sku_units,f_sku_mean_price,f_account_tenure_days,f_account_known,f_acct_orders,f_acct_units,f_rate_sku,f_rate_market,f_sku_price_dispersion,f_seasonal,f_sku_velocity,f_sku_price_range,f_peak_month,f_in_peak_month,f_basket_distinct_skus,f_basket_max_line_share,f_basket_mean_line_value,f_price_vs_sku_mean,f_price_vs_market_mean,f_sku_days_since_trade,f_account_days_since_order,f_acct_prior_returns,f_sku_prior_returns,f_acct_return_rate,f_sku_trade_days,f_account_order_gap,f_segment
L00414791,11,0,11,44,0,0,22,83.0,182.55,0.057518,51.0,0,217.0,2088.0,2.280507,170.0,1,264.0,1425.0,0.010496,0.022891,0.342589,0.020073,25.908219,3.21,9.0,0,22.0,0.139688,8.297727,0.920848,0.507999,0.0,1.0,12.0,2.0,0.04397,61.0,22.111111,0
L00414792,11,0,11,44,0,0,22,83.0,182.55,0.013969,334.0,0,28.0,288.0,0.889643,170.0,1,264.0,1425.0,0.010157,0.022891,0.165077,0.020073,0.763277,1.47,9.0,0,22.0,0.139688,8.297727,0.95544,0.205619,2.0,1.0,12.0,0.0,0.04397,26.0,22.111111,0
L00414793,11,0,11,44,0,0,22,83.0,182.55,0.023281,334.0,0,133.0,1190.0,0.935489,170.0,1,264.0,1425.0,0.003187,0.022891,0.154935,0.020073,2.888701,0.98,9.0,0,22.0,0.139688,8.297727,0.908616,0.205619,1.0,1.0,12.0,0.0,0.04397,101.0,22.111111,0
L00414794,11,0,11,44,0,0,22,83.0,182.55,0.017803,334.0,0,209.0,3244.0,0.71933,170.0,1,264.0,1425.0,0.002129,0.022891,0.129915,0.020073,8.719155,1.3,9.0,0,22.0,0.139688,8.297727,0.903618,0.157238,1.0,1.0,12.0,0.0,0.04397,129.0,22.111111,0
L00414795,11,0,11,44,0,0,22,83.0,182.55,0.028485,334.0,0,176.0,2401.0,0.715511,170.0,1,264.0,1425.0,0.007589,0.022891,0.129202,0.020073,6.492113,1.3,9.0,0,22.0,0.139688,8.297727,0.908441,0.157238,0.0,1.0,12.0,1.0,0.04397,119.0,22.111111,0
L00414796,11,0,11,44,0,0,22,83.0,182.55,0.03725,334.0,0,109.0,909.0,0.947248,170.0,1,264.0,1425.0,0.058043,0.022891,0.173684,0.020073,2.21662,0.98,9.0,0,22.0,0.139688,8.297727,0.897337,0.205619,1.0,1.0,12.0,7.0,0.04397,80.0,22.111111,0
L00414797,11,0,11,44,0,0,22,83.0,182.55,0.036154,335.0,0,514.0,7034.0,1.937626,170.0,1,264.0,1425.0,0.053347,0.022891,0.541362,0.020073,19.403099,3.87,9.0,0,22.0,0.139688,8.297727,0.851557,0.399142,0.0,1.0,12.0,28.0,0.04397,236.0,22.111111,0
L00414798,11,0,11,44,0,0,22,83.0,182.55,0.054232,335.0,0,345.0,2019.0,5.519652,170.0,1,264.0,1425.0,0.017774,0.022891,1.147729,0.020073,4.804213,8.47,9.0,0,22.0,0.139688,8.297727,0.896796,1.197427,0.0,1.0,12.0,6.0,0.04397,142.0,22.111111,0
L00414799,11,0,11,44,0,0,22,83.0,182.55,0.108463,335.0,0,319.0,1632.0,5.520721,170.0,1,264.0,1425.0,0.010288,0.022891,1.136658,0.020073,4.087079,8.47,9.0,0,22.0,0.139688,8.297727,0.896622,1.197427,0.0,1.0,12.0,3.0,0.04397,139.0,22.111111,0
L00414800,11,0,11,44,0,0,22,83.0,182.55,0.139688,334.0,0,104.0,5168.0,3.010481,170.0,1,264.0,1425.0,0.060383,0.022891,0.876354,0.020073,12.729213,5.91,9.0,0,22.0,0.139688,8.297727,0.847041,0.616856,0.0,1.0,12.0,7.0,0.04397,61.0,22.111111,0
L00414801,11,0,11,44,0,0,335,712.0,3056.07,0.001378,335.0,0,198.0,1194.0,2.328889,-1.0,0,0.0,0.0,0.015998,0.022891,0.423479,0.020073,3.196067,2.61,8.0,0,335.0,0.102527,9.122597,1.807729,1.018417,0.0,-1.0,0.0,3.0,0.024377,137.0,92.509733,3
L00414802,11,0,11,44,0,0,335,712.0,3056.07,0.000543,334.0,0,14.0,4848.0,0.825714,-1.0,0,0.0,0.0,0.014339,0.022891,0.153878,0.020073,14.490719,1.56,8.0,0,335.0,0.102527,9.122597,2.010381,0.401561,19.0,-1.0,0.0,0.0,0.024377,13.0,92.509733,3
L00414803,11,0,11,44,0,0,335,712.0,3056.07,0.002464,334.0,0,101.0,685.0,1.729406,-1.0,0,0.0,0.0,0.004029,0.022891,0.598071,0.020073,1.844193,1.32,8.0,0,335.0,0.102527,9.122597,1.451365,0.60718,2.0,-1.0,0.0,0.0,0.024377,77.0,92.509733,3
L00414804,11,0,11,44,0,0,335,712.0,3056.07,0.001934,334.0,0,390.0,3003.0,3.206487,-1.0,0,0.0,0.0,0.028018,0.022891,0.517641,0.020073,8.12169,3.49,8.0,0,335.0,0.102527,9.122597,1.843139,1.429655,0.0,-1.0,0.0,11.0,0.024377,211.0,92.509733,3
L00414805,11,0,11,44,0,0,335,712.0,3056.07,0.000278,333.0,0,28.0,227.0,1.304286,-1.0,0,0.0,0.0,0.010157,0.022891,0.591633,0.020073,0.629769,2.09,8.0,0,335.0,0.102527,9.122597,0.651698,0.205619,9.0,-1.0,0.0,0.0,0.024377,27.0,92.509733,3
L00414806,11,0,11,44,0,0,335,712.0,3056.07,0.001378,334.0,0,10.0,68.0,2.397,-1.0,0,0.0,0.0,0.016251,0.022891,0.7252,0.020073,0.175938,3.36,8.0,0,335.0,0.102527,9.122597,1.756362,1.018417,26.0,-1.0,0.0,0.0,0.024377,10.0,92.509733,3
L00414807,11,0,11,44,0,0,335,712.0,3056.07,0.000556,332.0,0,31.0,181.0,0.875806,-1.0,0,0.0,0.0,0.00956,0.022891,0.103767,0.020073,0.463173,1.28,8.0,0,335.0,0.102527,9.122597,0.970534,0.205619,1.0,-1.0,0.0,0.0,0.024377,25.0,92.509733,3
L00414808,11,0,11,44,0,0,335,712.0,3056.07,0.002173,335.0,0,244.0,3436.0,1.030082,-1.0,0,0.0,0.0,0.039726,0.022891,0.298326,0.020073,9.449577,1.79,8.0,0,335.0,0.102527,9.122597,1.611522,0.401561,0.0,-1.0,0.0,10.0,0.024377,165.0,92.509733,3
L00414809,11,0,11,44,0,0,335,712.0,3056.07,0.001378,335.0,0,297.0,3278.0,1.989394,-1.0,0,0.0,0.0,0.020465,0.022891,0.614233,0.020073,9.074085,5.06,8.0,0,335.0,0.102527,9.122597,2.116222,1.018417,0.0,-1.0,0.0,6.0,0.024377,174.0,92.509733,3
L00414810,11,0,11,44,0,0,335,712.0,3056.07,0.00551,335.0,0,514.0,7034.0,1.937626,-1.0,0,0.0,0.0,0.053347,0.022891,0.541362,0.020073,19.403099,3.87,8.0,0,335.0,0.102527,9.122597,2.172761,1.018417,0.0,-1.0,0.0,28.0,0.024377,236.0,92.509733,3
L00414811,11,0,11,44,0,0,335,712.0,3056.07,0.000543,335.0,0,334.0,4197.0,1.020449,-1.0,0,0.0,0.0,0.021151,0.022891,0.284191,0.020073,11.492113,1.79,8.0,0,335.0,0.102527,9.122597,1.626735,0.401561,0.0,-1.0,0.0,7.0,0.024377,192.0,92.509733,3
L00414812,11,0,11,44,0,0,335,712.0,3056.07,0.001643,334.0,0,100.0,564.0,1.5182,-1.0,0,0.0,0.0,0.004063,0.022891,0.423756,0.020073,1.51493,1.32,8.0,0,335.0,0.102527,9.122597,1.653274,0.60718,0.0,-1.0,0.0,0.0,0.024377,80.0,92.509733,3
L00414813,11,0,11,44,0,0,335,712.0,3056.07,0.004107,334.0,0,169.0,1897.0,1.433846,-1.0,0,0.0,0.0,0.044908,0.022891,0.331288,0.020073,5.210986,2.3,8.0,0,335.0,0.102527,9.122597,1.750536,0.60718,0.0,-1.0,0.0,8.0,0.024377,126.0,92.509733,3
L00414814,11,0,11,44,0,0,335,712.0,3056.07,0.000821,334.0,0,26.0,401.0,2.708077,-1.0,0,0.0,0.0,0.032338,0.022891,0.423787,0.020073,1.172561,5.87,8.0,0,335.0,0.102527,9.122597,0.926857,0.60718,22.0,-1.0,0.0,1.0,0.024377,26.0,92.509733,3
L00414815,11,0,11,44,0,0,335,712.0,3056.07,0.000563,333.0,0,17.0,3781.0,0.215882,-1.0,0,0.0,0.0,0.040204,0.022891,0.075571,0.020073,7.491545,0.32,8.0,0,335.0,0.102527,9.122597,1.991826,0.104019,12.0,-1.0,0.0,1.0,0.024377,15.0,92.509733,3
L00414816,11,0,11,44,0,0,335,712.0,3056.07,0.000821,327.0,0,17.0,71.0,2.780588,-1.0,0,0.0,0.0,0.013177,0.022891,0.817439,0.020073,0.191092,4.32,8.0,0,335.0,0.102527,9.122597,0.902687,0.60718,1.0,-1.0,0.0,0.0,0.024377,16.0,92.509733,3
L00414817,11,0,11,44,0,0,335,712.0,3056.07,0.001378,334.0,0,352.0,4264.0,1.925341,-1.0,0,0.0,0.0,0.022816,0.022891,0.519983,0.020073,11.649859,3.87,8.0,0,335.0,0.102527,9.122597,2.186626,1.018417,0.0,-1.0,0.0,8.0,0.024377,200.0,92.509733,3
L00414818,11,0,11,44,0,0,335,712.0,3056.07,0.000821,334.0,0,107.0,922.0,1.53243,-1.0,0,0.0,0.0,0.003839,0.022891,0.445265,0.020073,2.444789,1.51,8.0,0,335.0,0.102527,9.122597,1.637922,0.60718,0.0,-1.0,0.0,0.0,0.024377,78.0,92.509733,3
L00414819,11,0,11,44,0,0,335,712.0,3056.07,0.001378,269.0,0,18.0,27.0,4.686667,-1.0,0,0.0,0.0,0.01283,0.022891,0.847407,0.020073,0.121782,4.29,8.0,0,335.0,0.102527,9.122597,0.898293,1.018417,15.0,-1.0,0.0,0.0,0.024377,17.0,92.509733,3
L00414820,11,0,11,44,0,0,335,712.0,3056.07,0.002493,38.0,0,116.0,483.0,4.065948,-1.0,0,0.0,0.0,0.025644,0.022891,0.589077,0.020073,6.708475,5.56,8.0,0,335.0,0.102527,9.122597,1.874102,1.843311,0.0,-1.0,0.0,3.0,0.024377,49.0,92.509733,3
L00414821,11,0,11,44,0,0,335,712.0,3056.07,0.000141,334.0,0,91.0,1610.0,0.28011,-1.0,0,0.0,0.0,0.013401,0.022891,0.095534,0.020073,4.203672,0.22,8.0,0,335.0,0.102527,9.122597,1.535112,0.104019,2.0,-1.0,0.0,1.0,0.024377,68.0,92.509733,3
L00414822,11,0,11,44,0,0,335,712.0,3056.07,0.000278,156.0,0,64.0,599.0,0.560156,-1.0,0,0.0,0.0,0.005804,0.022891,0.19021,0.020073,2.905325,0.49,8.0,0,335.0,0.102527,9.122597,1.517434,0.205619,9.0,-1.0,0.0,0.0,0.024377,53.0,92.509733,3
L00414823,11,0,11,44,0,0,335,712.0,3056.07,0.005802,81.0,0,116.0,1020.0,3.434138,-1.0,0,0.0,0.0,0.055055,0.022891,0.896433,0.020073,9.517476,3.36,8.0,0,335.0,0.102527,9.122597,1.720956,1.429655,0.0,-1.0,0.0,7.0,0.024377,66.0,92.509733,3
L00414824,11,0,11,44,0,0,335,712.0,3056.07,0.005802,81.0,0,89.0,892.0,3.594382,-1.0,0,0.0,0.0,0.096216,0.022891,1.092764,0.020073,8.940206,3.36,8.0,0,335.0,0.102527,9.122597,1.644233,1.429655,6.0,-1.0,0.0,10.0,0.024377,54.0,92.509733,3
L00414825,11,0,11,44,0,0,335,712.0,3056.07,0.009669,81.0,0,114.0,921.0,3.465088,-1.0,0,0.0,0.0,0.055877,0.022891,0.94365,0.020073,8.565049,3.36,8.0,0,335.0,0.102527,9.122597,1.705585,1.429655,0.0,-1.0,0.0,7.0,0.024377,63.0,92.509733,3
L00414826,11,0,11,44,0,0,335,712.0,3056.07,0.002199,94.0,0,31.0,141.0,1.758065,-1.0,0,0.0,0.0,0.00956,0.022891,0.516753,0.020073,1.161682,1.91,8.0,0,335.0,0.102527,9.122597,1.911193,0.812799,6.0,-1.0,0.0,0.0,0.024377,24.0,92.509733,3
L00414827,11,0,11,44,0,0,335,712.0,3056.07,0.004722,125.0,0,59.0,151.0,9.455932,-1.0,0,0.0,0.0,0.006171,0.022891,2.788509,0.020073,0.966897,10.63,8.0,0,335.0,0.102527,9.122597,1.526026,3.49068,0.0,-1.0,0.0,0.0,0.024377,43.0,92.509733,3
L00414828,11,0,11,44,0,0,335,712.0,3056.07,0.019306,192.0,0,382.0,2588.0,3.153377,-1.0,0,0.0,0.0,0.013651,0.022891,0.438422,0.020073,11.507944,6.95,8.0,0,335.0,0.102527,9.122597,0.935505,0.713618,0.0,-1.0,0.0,5.0,0.024377,154.0,92.509733,3
L00414829,11,0,11,44,0,0,335,712.0,3056.07,0.002755,104.0,0,106.0,1073.0,1.978113,-1.0,0,0.0,0.0,0.011806,0.022891,0.589555,0.020073,8.243089,3.02,8.0,0,335.0,0.102527,9.122597,2.128291,1.018417,0.0,-1.0,0.0,1.0,0.024377,68.0,92.509733,3
L00414830,11,0,11,44,0,0,335,712.0,3056.07,0.000697,335.0,0,296.0,5962.0,1.02625,-1.0,0,0.0,0.0,0.004707,0.022891,0.322576,0.020073,16.15678,1.53,8.0,0,335.0,0.102527,9.122597,2.075518,0.515256,1.0,-1.0,0.0,1.0,0.024377,174.0,92.509733,3
L00414831,11,0,11,44,0,0,335,712.0,3056.07,0.001394,334.0,0,212.0,3977.0,1.16217,-1.0,0,0.0,0.0,0.006412,0.022891,0.358353,0.020073,10.606742,1.38,8.0,0,335.0,0.102527,9.122597,1.832779,0.515256,0.0,-1.0,0.0,1.0,0.024377,146.0,92.509733,3
L00414832,11,0,11,44,0,0,335,712.0,3056.07,0.002772,333.0,0,51.0,141.0,4.911961,-1.0,0,0.0,0.0,0.006867,0.022891,1.116248,0.020073,0.39621,4.22,8.0,0,335.0,0.102527,9.122597,1.724362,2.04893,12.0,-1.0,0.0,0.0,0.024377,44.0,92.509733,3
L00414833,11,0,11,44,0,0,335,712.0,3056.07,0.003887,334.0,0,57.0,873.0,0.962456,-1.0,0,0.0,0.0,0.045293,0.022891,0.334657,0.020073,1.942075,9.84,8.0,0,335.0,0.102527,9.122597,1.028618,0.239485,7.0,-1.0,0.0,3.0,0.024377,50.0,92.509733,3
L00414834,11,0,11,44,0,0,335,712.0,3056.07,0.008213,335.0,0,311.0,5819.0,1.490514,-1.0,0,0.0,0.0,0.028663,0.022891,0.412785,0.020073,14.974438,1.99,8.0,0,335.0,0.102527,9.122597,1.683982,0.60718,0.0,-1.0,0.0,9.0,0.024377,169.0,92.509733,3
L00414835,11,0,11,44,0,0,335,712.0,3056.07,0.001099,334.0,0,7.0,79.0,2.767143,-1.0,0,0.0,0.0,0.055094,0.022891,0.866939,0.020073,0.160057,2.18,8.0,0,335.0,0.102527,9.122597,1.214249,0.812799,0.0,-1.0,0.0,1.0,0.024377,7.0,92.509733,3
L00414836,11,0,11,44,0,0,335,712.0,3056.07,0.009856,334.0,0,34.0,186.0,2.268529,-1.0,0,0.0,0.0,0.009028,0.022891,0.333131,0.020073,0.517714,3.65,8.0,0,335.0,0.102527,9.122597,1.106444,0.60718,5.0,-1.0,0.0,0.0,0.024377,33.0,92.509733,3
L00414837,11,0,11,44,0,0,335,712.0,3056.07,0.001099,314.0,0,38.0,120.0,3.775526,-1.0,0,0.0,0.0,0.008406,0.022891,0.546745,0.020073,0.357009,5.11,8.0,0,335.0,0.102527,9.122597,0.889942,0.812799,15.0,-1.0,0.0,0.0,0.024377,37.0,92.509733,3
L00414838,11,0,11,44,0,0,335,712.0,3056.07,0.002755,319.0,0,17.0,31.0,5.028824,-1.0,0,0.0,0.0,0.013177,0.022891,0.86699,0.020073,0.095,1.74,8.0,0,335.0,0.102527,9.122597,0.837174,1.018417,7.0,-1.0,0.0,0.0,0.024377,17.0,92.509733,3
L00414839,11,0,11,44,0,0,335,712.0,3056.07,0.002772,332.0,0,107.0,316.0,5.820841,-1.0,0,0.0,0.0,0.169193,0.022891,2.337392,0.020073,0.873789,5.7,8.0,0,335.0,0.102527,9.122597,1.455116,2.04893,2.0,-1.0,0.0,21.0,0.024377,84.0,92.509733,3
L00414840,11,0,11,44,0,0,335,712.0,3056.07,0.000275,321.0,0,10.0,27.0,0.632,-1.0,0,0.0,0.0,0.016251,0.022891,0.212,0.020073,0.059467,0.44,8.0,0,335.0,0.102527,9.122597,1.329114,0.2032,5.0,-1.0,0.0,0.0,0.024377,10.0,92.509733,3
L00414841,11,0,11,44,0,0,335,712.0,3056.07,0.001099,334.0,0,46.0,865.0,1.766957,-1.0,0,0.0,0.0,0.03769,0.022891,0.213875,0.020073,2.403107,2.93,8.0,0,335.0,0.102527,9.122597,1.901575,0.812799,1.0,-1.0,0.0,2.0,0.024377,42.0,92.509733,3
L00414842,11,0,11,44,0,0,335,712.0,3056.07,0.002772,334.0,0,65.0,349.0,5.214615,-1.0,0,0.0,0.0,0.029265,0.022891,1.524639,0.020073,0.85678,4.84,8.0,0,335.0,0.102527,9.122597,1.624281,2.04893,1.0,-1.0,0.0,2.0,0.024377,54.0,92.509733,3
L00414843,11,0,11,44,0,0,335,712.0,3056.07,0.000821,334.0,0,25.0,407.0,1.4356,-1.0,0,0.0,0.0,0.010834,0.022891,0.42976,0.020073,1.121127,2.09,8.0,0,335.0,0.102527,9.122597,1.748398,0.60718,1.0,-1.0,0.0,0.0,0.024377,24.0,92.509733,3
L00414844,11,0,11,44,0,0,335,712.0,3056.07,0.000275,334.0,0,12.0,24.0,0.7,-1.0,0,0.0,0.0,0.015236,0.022891,0.186667,0.020073,0.065138,0.42,8.0,0,335.0,0.102527,9.122597,1.2,0.2032,29.0,-1.0,0.0,0.0,0.024377,12.0,92.509733,3
L00414845,11,0,11,44,0,0,335,712.0,3056.07,0.002215,335.0,0,169.0,2539.0,3.487278,-1.0,0,0.0,0.0,0.076654,0.022891,0.78526,0.020073,6.225915,4.16,8.0,0,335.0,0.102527,9.122597,1.941342,1.637693,1.0,-1.0,0.0,14.0,0.024377,110.0,92.509733,3
L00414846,11,0,11,44,0,0,335,712.0,3056.07,0.004722,334.0,0,142.0,1295.0,8.095775,-1.0,0,0.0,0.0,0.015355,0.022891,1.67437,0.020073,3.674212,16.98,8.0,0,335.0,0.102527,9.122597,1.782411,3.49068,7.0,-1.0,0.0,2.0,0.024377,113.0,92.509733,3
L00414847,11,0,11,44,0,0,335,712.0,3056.07,0.001934,333.0,0,13.0,19.0,5.265385,-1.0,0,0.0,0.0,0.014774,0.022891,0.932544,0.020073,0.048011,2.29,8.0,0,335.0,0.102527,9.122597,1.122425,1.429655,1.0,-1.0,0.0,0.0,0.024377,12.0,92.509733,3
L00414848,11,0,11,44,0,0,335,712.0,3056.07,0.004398,321.0,0,14.0,32.0,3.638571,-1.0,0,0.0,0.0,0.014339,0.022891,0.159184,0.020073,0.102807,0.39,8.0,0,335.0,0.102527,9.122597,0.923439,0.812799,16.0,-1.0,0.0,0.0,0.024377,13.0,92.509733,3
L00414849,11,0,11,44,0,0,335,712.0,3056.07,0.005975,333.0,0,22.0,202.0,1.952727,-1.0,0,0.0,0.0,0.011608,0.022891,0.780331,0.020073,0.574706,3.05,8.0,0,335.0,0.102527,9.122597,0.850093,0.401561,15.0,-1.0,0.0,0.0,0.024377,20.0,92.509733,3
L00414850,11,0,11,44,0,0,335,712.0,3056.07,0.002716,333.0,0,24.0,268.0,0.648333,-1.0,0,0.0,0.0,0.033808,0.022891,0.424861,0.020073,0.666764,1.32,8.0,0,335.0,0.102527,9.122597,2.560411,0.401561,12.0,-1.0,0.0,1.0,0.024377,22.0,92.509733,3
L00414851,11,0,11,44,0,0,335,712.0,3056.07,0.004345,333.0,0,14.0,216.0,0.782143,-1.0,0,0.0,0.0,0.014339,0.022891,0.517041,0.020073,0.45,1.32,8.0,0,335.0,0.102527,9.122597,2.122374,0.401561,7.0,-1.0,0.0,0.0,0.024377,14.0,92.509733,3
L00414852,11,0,11,44,0,0,335,712.0,3056.07,0.00163,332.0,0,12.0,207.0,1.65,-1.0,0,0.0,0.0,0.015236,0.022891,0.82,0.020073,0.582955,3.88,8.0,0,335.0,0.102527,9.122597,1.006061,0.401561,1.0,-1.0,0.0,0.0,0.024377,10.0,92.509733,3
L00414853,11,0,11,44,0,0,335,712.0,3056.07,0.003259,334.0,0,37.0,808.0,0.89973,-1.0,0,0.0,0.0,0.026097,0.022891,0.671015,0.020073,2.125215,3.24,8.0,0,335.0,0.102527,9.122597,1.844998,0.401561,4.0,-1.0,0.0,1.0,0.024377,29.0,92.509733,3
L00414854,11,0,11,44,0,0,335,712.0,3056.07,0.001099,334.0,0,17.0,226.0,1.82,-1.0,0,0.0,0.0,0.013177,0.022891,1.482353,0.020073,0.633048,3.01,8.0,0,335.0,0.102527,9.122597,1.846154,0.812799,4.0,-1.0,0.0,0.0,0.024377,16.0,92.509733,3
L00414855,11,0,11,44,0,0,335,712.0,3056.07,0.005556,335.0,0,159.0,614.0,10.437358,-1.0,0,0.0,0.0,0.097696,0.022891,2.5015,0.020073,1.567826,9.4,8.0,0,335.0,0.102527,9.122597,1.626848,4.107536,11.0,-1.0,0.0,17.0,0.024377,70.0,92.509733,3
L00414856,11,0,11,44,0,0,335,712.0,3056.07,0.002094,46.0,0,177.0,5091.0,0.64904,-1.0,0,0.0,0.0,0.012627,0.022891,0.188148,0.020073,70.75873,1.71,8.0,0,335.0,0.102527,9.122597,1.972145,0.309638,0.0,-1.0,0.0,2.0,0.024377,58.0,92.509733,3
L00414857,11,0,11,44,0,0,335,712.0,3056.07,0.001257,42.0,0,60.0,754.0,0.693833,-1.0,0,0.0,0.0,0.006094,0.022891,0.234467,0.020073,11.258333,0.86,8.0,0,335.0,0.102527,9.122597,1.844823,0.309638,1.0,-1.0,0.0,0.0,0.024377,35.0,92.509733,3
L00414858,11,0,11,44,0,0,335,712.0,3056.07,0.016668,45.0,0,21.0,79.0,18.79,-1.0,0,0.0,0.0,0.085062,0.022891,4.345714,0.020073,1.162903,21.25,8.0,0,335.0,0.102527,9.122597,0.903672,4.107536,5.0,-1.0,0.0,3.0,0.024377,19.0,92.509733,3
L00414859,11,0,11,44,0,0,335,712.0,3056.07,0.001643,334.0,0,19.0,122.0,1.777895,-1.0,0,0.0,0.0,0.012501,0.022891,0.742382,0.020073,0.332174,4.11,8.0,0,335.0,0.102527,9.122597,1.411782,0.60718,4.0,-1.0,0.0,0.0,0.024377,18.0,92.509733,3
L00414860,11,0,11,44,0,0,335,712.0,3056.07,0.000543,333.0,0,20.0,99.0,1.4345,-1.0,0,0.0,0.0,0.012188,0.022891,0.20295,0.020073,0.239943,0.41,8.0,0,335.0,0.102527,9.122597,1.157198,0.401561,7.0,-1.0,0.0,0.0,0.024377,13.0,92.509733,3
L00414861,11,0,11,44,0,0,335,712.0,3056.07,0.001656,45.0,0,108.0,1368.0,2.8875,-1.0,0,0.0,0.0,0.003809,0.022891,0.691667,0.020073,19.968254,5.95,8.0,0,335.0,0.102527,9.122597,1.752381,1.224036,4.0,-1.0,0.0,0.0,0.024377,50.0,92.509733,3
L00414862,11,0,11,44,0,0,335,712.0,3056.07,0.001099,334.0,0,52.0,220.0,2.628077,-1.0,0,0.0,0.0,0.034549,0.022891,0.640858,0.020073,0.489706,1.74,8.0,0,335.0,0.102527,9.122597,1.278501,0.812799,15.0,-1.0,0.0,2.0,0.024377,44.0,92.509733,3
L00414863,11,0,11,44,0,0,335,712.0,3056.07,0.000543,334.0,0,35.0,267.0,0.893714,-1.0,0,0.0,0.0,0.008864,0.022891,0.089861,0.020073,0.698584,0.98,8.0,0,335.0,0.102527,9.122597,1.857417,0.401561,1.0,-1.0,0.0,0.0,0.024377,32.0,92.509733,3
L00414864,11,0,11,44,0,0,335,712.0,3056.07,0.001086,334.0,0,118.0,1138.0,1.064068,-1.0,0,0.0,0.0,0.003533,0.022891,0.317863,0.020073,2.882584,0.98,8.0,0,335.0,0.102527,9.122597,1.560051,0.401561,0.0,-1.0,0.0,0.0,0.024377,89.0,92.509733,3
L00414865,11,0,11,44,0,0,335,712.0,3056.07,0.000821,332.0,0,46.0,117.0,2.583696,-1.0,0,0.0,0.0,0.022538,0.022891,0.107665,0.020073,0.288081,2.55,8.0,0,335.0,0.102527,9.122597,0.971477,0.60718,2.0,-1.0,0.0,1.0,0.024377,37.0,92.509733,3
L00414866,11,0,11,44,0,0,335,712.0,3056.07,0.000543,334.0,0,69.0,339.0,1.205652,-1.0,0,0.0,0.0,0.039186,0.022891,0.402042,0.020073,0.949422,0.85,8.0,0,335.0,0.102527,9.122597,1.376848,0.401561,9.0,-1.0,0.0,3.0,0.024377,62.0,92.509733,3
L00414867,11,0,11,44,0,0,335,712.0,3056.07,0.000821,334.0,0,128.0,1139.0,1.580078,-1.0,0,0.0,0.0,0.016808,0.022891,0.509181,0.020073,3.136544,2.3,8.0,0,335.0,0.102527,9.122597,1.588529,0.60718,2.0,-1.0,0.0,2.0,0.024377,102.0,92.509733,3
L00414868,11,0,11,44,0,0,335,712.0,3056.07,0.000821,334.0,0,178.0,1372.0,1.571742,-1.0,0,0.0,0.0,0.012563,0.022891,0.488035,0.020073,3.798592,2.11,8.0,0,335.0,0.102527,9.122597,1.596955,0.60718,0.0,-1.0,0.0,2.0,0.024377,116.0,92.509733,3
L00414869,11,0,11,44,0,0,335,712.0,3056.07,0.001656,334.0,0,104.0,5168.0,3.010481,-1.0,0,0.0,0.0,0.060383,0.022891,0.876354,0.020073,12.729213,5.91,8.0,0,335.0,0.102527,9.122597,1.680795,1.224036,0.0,-1.0,0.0,7.0,0.024377,61.0,92.509733,3
L00414870,11,0,11,44,0,0,335,712.0,3056.07,0.000141,334.0,0,22.0,262.0,0.217273,-1.0,0,0.0,0.0,0.035418,0.022891,0.019339,0.020073,0.614201,0.25,8.0,0,335.0,0.102527,9.122597,1.979079,0.104019,18.0,-1.0,0.0,1.0,0.024377,20.0,92.509733,3
L00414871,11,0,11,44,0,0,335,712.0,3056.07,0.004162,334.0,0,201.0,3293.0,6.613881,-1.0,0,0.0,0.0,0.015781,0.022891,1.703993,0.020073,8.988169,10.0,8.0,0,335.0,0.102527,9.122597,1.923228,3.077024,0.0,-1.0,0.0,3.0,0.024377,131.0,92.509733,3
L00414872,11,0,11,44,0,0,335,712.0,3056.07,0.002755,327.0,0,14.0,33.0,3.676429,-1.0,0,0.0,0.0,0.014339,0.022891,0.622653,0.020073,0.066964,1.35,8.0,0,335.0,0.102527,9.122597,1.145133,1.018417,5.0,-1.0,0.0,0.0,0.024377,13.0,92.509733,3
L00414873,11,0,11,44,0,0,335,712.0,3056.07,0.003298,335.0,0,123.0,910.0,3.081057,-1.0,0,0.0,0.0,0.024388,0.022891,0.529831,0.020073,2.48507,4.79,8.0,0,335.0,0.102527,9.122597,1.090535,0.812799,1.0,-1.0,0.0,3.0,0.024377,83.0,92.509733,3
L00414874,11,0,11,44,0,0,335,712.0,3056.07,0.002772,332.0,0,65.0,336.0,4.551538,-1.0,0,0.0,0.0,0.005736,0.022891,0.60284,0.020073,0.752035,4.72,8.0,0,335.0,0.102527,9.122597,1.860909,2.04893,2.0,-1.0,0.0,0.0,0.024377,43.0,92.509733,3
L00414875,11,0,11,44,0,0,335,712.0,3056.07,0.002493,335.0,0,268.0,2015.0,3.956642,-1.0,0,0.0,0.0,0.001693,0.022891,0.567815,0.020073,5.185112,5.52,8.0,0,335.0,0.102527,9.122597,1.925876,1.843311,0.0,-1.0,0.0,0.0,0.024377,132.0,92.509733,3
